0, 0, 12916.0, 12916.0, 0.0140414041404, 0.0140414041404
0, 1, 1433.0, 7174.5, 0.0687134502924, 0.0413774272164
0, 2, 4625.0, 6324.66666667, 0.0313852813853, 0.0380467119394
0, 3, 2026.0, 5250.0, 0.260869565217, 0.0937524252589
0, 4, 12629.0, 6725.8, 0.0139790764791, 0.0777977555029
0, 5, 6005.0, 6605.66666667, 0.0252752752753, 0.0690440087983
0, 6, 3034.0, 6095.42857143, 0.133928571429, 0.0783132320312
0, 7, 4625.0, 5911.625, 0.257246376812, 0.100679875129
0, 8, 909.0, 5355.77777778, 0.141129032258, 0.105174225921
0, 9, 17450.0, 6565.2, 0.013357619915, 0.0959925653203
0, 10, 12025.0, 7061.54545455, 0.0144138984345, 0.0885763228761
0, 11, 25209.0, 8573.83333333, 0.0115750996899, 0.0821595542773
0, 12, 7696.0, 8506.30769231, 0.0158890290038, 0.0770618215639
0, 13, 12113.0, 8763.92857143, 0.0145360030805, 0.0725956916723
0, 14, 12493.0, 9012.53333333, 0.0132556568727, 0.0686396893523
0, 15, 493.0, 8480.0625, 0.062030075188, 0.068226588467
0, 16, 1714.0, 8082.05882353, 0.0339366515837, 0.0662095333562
0, 17, 5354.0, 7930.5, 0.0900900900901, 0.0675362309526
0, 18, 3034.0, 7672.78947368, 0.133928571429, 0.0710305646618
0, 19, 18857.0, 8232.0, 0.0123333333333, 0.0680957030954
0, 20, 5629.0, 8108.04761905, 0.0248993963783, 0.0660387361089
0, 21, 2258.0, 7842.13636364, 0.0729166666667, 0.066351369316
0, 22, 15473.0, 8173.91304348, 0.0138199271764, 0.0640673935708
0, 23, 1433.0, 7893.04166667, 0.0687134502924, 0.0642609792676
0, 24, 3112.0, 7701.8, 0.0424242424242, 0.0633875097938
0, 25, 949.0, 7442.07692308, 0.0455465587045, 0.0627013193673
0, 26, 9160.0, 7505.7037037, 0.0173750334135, 0.0610225680357
0, 27, 7225.0, 7495.67857143, 0.0199237699238, 0.0595547538174
0, 28, 7252.0, 7487.27586207, 0.0392156862745, 0.0588534066608
0, 29, 11050.0, 7606.03333333, 0.0153191489362, 0.0574022647366
0, 30, 1124.0, 7396.93548387, 0.0606060606061, 0.0575056129905
